emotion,text
fear,Late one night I was pursued by gipsies who had no good Ã¡ intentions.
anger,My brother accused me undeservedly before my parents. I was not Ã¡ guilty. He was misled by his wife.
sadness,When I left my boyfriend. I found another girl at his home but he Ã¡ did nothing to relieve the situation.
joy,Some time ago I was present at the wedding party of two close Ã¡ friends of mine.
fear,I was crossing the street together with some colleagues of mine Ã¡ when I suddenly found myself almost under the wheels of a truck.
anger,Someone stole my ski at Vitosha and of course I was the one to be Ã¡ blamed. I left them without supervision.
sadness,I got separated form my closest friend. He went to work abroad.
joy,An encounter with a man whom I love after a very long Ã¡ separation.
fear,I woke up in the middle of the night of a nightmare I was alone Ã¡ it was very quiet and very dark.
anger,A shop-assistant behaved rather roughly with me though she hadn't Ã¡ the slightest grounds for it.
sadness,I saw a friend of mine who had suffered a very heavy contusion Ã¡ after an accident.
joy,At a success of mine at a real achievement.
joy,For the first time in my life telling someone I loved them.
fear,When I was ringing up a guy who was my teen idol and was in Ã¡ Auckland. I was really scared I didn't know what to say or do.
anger,When my mother decided to clean out my room and throw out what Ã¡ she thought was junk without my knowing about it so I returned Ã¡ home to find half my stuff gone.
sadness,When I couldn't find my dog which was missing.
joy,When I met my boyfriend and we discovered that we shared the same Ã¡ ideals and goals in life and that we could share all our Ã¡ feelings and thoughts and felt that the world's not so bad when Ã¡ you have someone really close to share your life with.
joy,When I passed the driving test after three failures.
fear,When I nearly caused a traffic accident with my car.
anger,When playing a football match there was one player who made mean Ã¡ tackels kicked at everything and did things having nothing to do Ã¡ with football.
sadness,A close friend decided to stop with his study and to go back Ã¡ home.
joy,For instance when a girl is interested in me and likes me.
fear,Walking at friday night through Nijmegen going to a pub or a Ã¡ disco.
joy,I sensed this feeling when I passed successfully the second tour Ã¡ of a competition.
fear,I felt fear when my mother was heavily ill.
anger,I felt anger against a colleague of mine during a rehearsal in Ã¡ acting. He hadn't learnt the text of an opera act in the course of Ã¡ several months and thus making difficulties for the rest of my Ã¡ colleagues.
sadness,I felt sadness when I had to get separated from the woman I loved Ã¡ who had to leave for her motherland.
joy,I was happy when at difficult times I could find support in my Ã¡ friend and my fiancT I was happy because of their spiritual and Ã¡ moral help which gave me new power to struggle. I was happy then Ã¡ I felt it in my soul.
fear,I felt it at the same time when I felt disgust.
anger,I felt it on the same occasion when I felt sadness which finally Ã¡ grew into anger.
sadness,My living and working conditions at home were unbearable. We used Ã¡ to live in a three room flat together with two more families. The Ã¡ discords caused a change - one of the families moved out. The Ã¡ other family stayed with us but I drifted away from my fiancT. In Ã¡ fact we were two families in the flat. Then I found myself alone Ã¡ in the struggle for this life because my fiancT did not stay next Ã¡ to me my grief and sorrow took on large proportions. I wanted to Ã¡ commit suicide but instead I threw myself against the cause of Ã¡ the irritation.
joy,That was what I felt when I was finally accepted in the Bulgarian Ã¡ Conservatorie after I had applied a couple of years.
fear,I experienced this feeling when the doctors found a nodule in one Ã¡ of my mother's breasts. It turned out to be an occlusion Ã¡ resulting from continious sucking but for a few days I was not in my Ã¡ reason.
anger,I had an accident with a trafic police car that was packed at a Ã¡ curve without any visibility and against all traffic regulations Ã¡ in a strong snowstorm. As a result I still cannot repair my car Ã¡ because of the missing spare parts.
sadness,A sudden doubt made me run for a long time in a rainy autumn Ã¡ night. When I reached the intended place I saw my beloved in Ã¡ another man's arms. A sudden blow grief I cannot qualify it it Ã¡ is painful for me to remember about it.
joy,My boyfriend made me a proposal.
fear,I was to be given an audition to get a role. I had a competitress Ã¡ and I wasn't well prepared because I was ill.
anger,A whole crowd of us went to a folklore festival. The instructor Ã¡ of the cast where my boyfriend played was traveling with us. We Ã¡ decided to catch the train that leaved early in the morning Ã¡ because we had business on the following day. The instructor Ã¡ tried to get the upper hand and made us catch the train in spite Ã¡ of everything all the time he made me angry.
sadness,When I quarrelled with my boyfriend.
joy,When I heard what mark I had got at the entrance examination and Ã¡ I realized my admittance to the University was almost certain.
fear,Once I was alone at home. I suddenly felt unwell and there was no Ã¡ one to help me and call First Aid.
joy,When I was admitted to a Language school. On the day when I was Ã¡ informed by a message and my parents congratulated me.
fear,When diving deep into the sea to reach the floor I felt Ã¡ breathless. I was cautious but I doubted I should be able to come Ã¡ to the surface and inhale.
anger,When my friend (girl) promised to help me go to the hospital and be Ã¡ examined by good experts and she deceived me.
sadness,When I had stayed abroad for a long time and I had remembered Ã¡ about my friends and relatives. I felt sad and I wanted to see Ã¡ them as soon as possible.
joy,When you are satisfied with something when you achieve something Ã¡ you have striven to.
fear,One fears many things for example one fears going to the Ã¡ dentist. but as far as I am concerned this feeling is connected Ã¡ with the examination session.
anger,When you are unjustly assessed at something you are sure to have Ã¡ been right.
sadness,For the loss of a close friend or relative but you feel grief Ã¡ when you are away from home too.
anger,They wanted something to happen but I didn't.
sadness,I couldn't be with a girl on whom I was very keen.
joy,Having passed an exam.
fear,Having a car accident.
anger,I shared a secret with a friend and it later turned out that he Ã¡ had revealed it to another person with whom I didn't get along very well.
