emotion,text
sadness,groovydadad  MHChat 🙂ty I often conflate the two depression + sadness but they are very different. This q reminded me of that  mhchat
sadness,Gsmsbooksrus  goodreads 'so shines a good deed in a weary world' Roald Dahl Charlie and the Chocolate Factory
sadness,gurrie_j thanks for making me super sad about Pizza.   freepizza
sadness,gurrie_j thanks for making me super sad about Pizza.  sad  freepizza
sadness,Hails_Berry8  sajedhariri23 varsity pine riding
sadness,hamzakhawaja99 just die depression.
sadness,hannah_2401 hannah stop being mournful and chill 💁
sadness,Hannahcolleen06 I have 12 &amp; that's the only one I didn't like 😂 mine comes out patchy. It's the only dark color by her I have tho.
sadness,happyandbashful Flirt simper pout repeat. Yuck.
sadness,harowe this sad truth!
sadness,Hayles_101 The three R's depress me.
sadness,hedgegirl I was only joking. I don't have any parents. 😈  dark
sadness,HeyCaraJay I am inconsolable at this GIF in context
sadness,HillaryClinton  TheDemocrats It's ok 2 be disgusted or dishearten with presidential race but don't let that stop u from voting IT MATTERS
sadness," HoggyBear95 the bantz are absolutely top notch, inconsolable I was when I realised"
sadness,holly_lolly7 I just have serious respect for any man that can pull off a bun better than I can like maybe they can teach me their ways.
sadness,HonestAndFrank but   BillCosby drugged and raped those women. At least you and Barb were sober and consenting!!
sadness,hotelplanner I stayed at a hotel who  packed picnic lunches to take on the road!!  BetterTogether  Redlizzy1  NewfieChic  Ladybug_Vic
sadness,HutchinsonDave I don't know whether to despair or agitate for a cull.
sadness,hyattd335  Grateful for  novel  award  promo  RT -  Blessings DeWayne Hyatt  Hippie who loves to grind on the  blues  Florida
sadness," icapturpix  DRUDGE_REPORT I agree. This current, ultra-left Democratic party lost a lot of members, including myself. I switched to Repub."
sadness,iJuvia_   Hearing the noises Akame opened her eyes and sat up facing Juvia. She didn't expect at all to see someone around and staid --
sadness,ily_geuly call me now I'm laying in my bed moping like I intend to do for the next 2 months.
sadness,IMKristenBell  lauralittlelegs pine nut.... Chestnut....peanut....wait... Wrong film
sadness," ImNotInfected — rather someone that could help her. Concern clouded her green eyes, not once having seen a girl alone in the woods and —"
sadness,InLuvWithAGhost I'm frowning at you intensely until you watch plastic memories.
sadness,ITdominiccoyle  IrishTimesBiz Between Barroso going to Goldman and this the  EU_Commission is getting a very serious self inflicted problem
sadness,j__a__i I actually understand it for plumbers etc. Wire would get in the way while under a sink
sadness,jack_haug_lifty  eable It's Ms btw. we were lied to by Remain. dry your remainer tears; Just accept you  lost
sadness,JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.
sadness,Janet_Reid Wonderful post! Novelists shouldn't be discouraged by rejection but they usually are because their work is so personal.
sadness,janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the  drama
sadness,Jay_2752 thank you I shall mourn her
sadness,jaymohr37 droop saw naked wrestling and asked 'What if I get a hole in one?'  jaymohrsports
sadness," JBoughton93 he might donate the money but it won't stop shit, pessimist"
sadness,jccrocker  CharlotteProtest do u  wait 4 the facts  video or do u  hate now ask questions later   protest  PoliceShootings  suggestions
sadness,jccrocker  CharlotteProtest do u  wait 4 the facts  video or do u  hate now ask questions later  sad  protest  PoliceShootings  suggestions
sadness,jenhasonen it is supposed to be  dark and  gritty though
sadness,JensenAckles  jarpad whatever Sam is holding on your tee looks like it's got a droop on 😂
sadness,jeremycorbyn  magstogether my god is  jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime
sadness,jeremycorbyn  magstogether my god is  jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime  sad
sadness," JessiMcCree Gabriel would eventually start frowning, gaining conciousness. Which was apparently really painful by how tears formed in the--"
sadness," jimmyfallon  ShawnMendes I'm just a sucker for pine, I wanna rake you up, I wanna pile you down, I'm just a sucker for pine  FallSongs"
sadness,Jinath_Hyder I can't have alcohol on it sadly but it only flares up under very specific circumstances so I just need to be more careful
sadness,JlKelly1  FJ_Berry I've got  teampaella presents on their way for you and Fi but I don't think they'll arrive by Saturday sadly!! ;)
sadness,JoaquinPutoAmo vas a ir al de the amaity affliction?
sadness,jodikantor  nytimes only if YOU will pay for them and YOU will be responsible for them and their doings.  sober  real  blind
sadness," John_Hanna he has become so dreary, also, yes..."
sadness,JohnRMoffitt This is the most grim piece of laughter I was stricken with all day.
sadness,JohnVerdejo Mannn I can't count how many times I've had the ' PR's power grid needs some serious updating' conversation...
sadness,JohnWildy71 something too confused to type an entire word 😜 See I can laugh again. My hour of sadness has almost passed
sadness,JonathanHatfull I’ll look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses.
sadness,jordan_grimmer If that's messin I can't wait to see  serious !! Brilliant stuff
sadness,JoyceCarolOates  Breath. You are trending despondent. Mrs Clinton will win. If you keep your gloves on guard up and punch like hell.
sadness,JUSTICESLUT420 sadly this sort of poster died by the 90s afaik
sadness,jwonder81  MacadamionNut well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric
sadness,KatelynKolsrud thanks mucho kate💕  sober
sadness," katethecursed  shannonrdk LOL this day is too gloomy for being people, should've canceled and stayed in bed"
sadness,KatHeartwell some don't see the difference between courting and appealing to a women vs deception &amp; pressure it's depressing
sadness,KatieBurnett ha freshers blues would love to re do all again ... ha nice tshirt .. vote for Pedro
sadness,kelly_welles they were brilliant weren't they? Made me feel v dull not having one. And why no tattoo emoji! This'll have to do... ⚓️ x
sadness,kerophibian depressing
sadness," KhaleesiofFood  BB_Updates she has stayed off the block almost all season, got out people that were good for her game, but no one seemed"
sadness,khloe_speaks sad music
sadness,KhoroshiySoldat --prepared.  'Not as far as I know.' was her dull reply. 'There are still survivors members from it. Like I said-/
sadness,kikibug13 Don't look. You'll only be very very unhappy.   (NNGH. I got the email notif THANK YOU.)
sadness,kimdelacreme_  Srgohdatzme305  I'm there... let me know
sadness,kimdelacreme_  Srgohdatzme305  I'm there... let me know  sober
sadness,KingJames  chrisbosh  To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet
sadness,knology has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging.   scam
sadness,knology has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging.  unhappy  scam
sadness," kole_holland don't fret, there's another game on at 8  staytuned"
sadness,KristenWACamera I really enjoyed both episodes. I had a bit of a gloomy day today but I feel a sense of inspiration from listening.
sadness,KseniaSolo hi little late to lost girl but think you awesome from South Afrikaans:-)
sadness,KurakkuSora he is. Sure his mind was clouded but...]
sadness,LacesUntied_ yea lol catchy you fret
sadness,LazyBoiSam blues... blues? 🤔
sadness,LBardugo Start w/ the 3 songs in Blue Neighborhood 1) Wild 2)Fools 3)Talk Me down 😭😭for  Wesper Also 4)Too Good.   serious kaz/inej feelz
sadness,LdhranOusby  RobHarris inclined to think that 'documentary' did him more harm than good. If not I despair of people's critical faculties.
sadness,LeahSKahn honestly. All I care about is Selasi not messing this up. His lackadaisical attitude isn't good for danishes.
sadness,lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage.
sadness,lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage.  unhappy
sadness,lee_family5  USAneedsTRUMP  HillaryClinton  realDonaldTrump You can't be serious. This man practices no religion. Only in church campaignin
sadness,lefluerr Lol yeah I read that but I stayed up and didn't nap tillI collect 3 people who I think they've got me 😂😂!!
sadness," leighsteinberg April 25th, 2010 for me. Keep up the good work!!  sober  prouder"
sadness,Lesdoggg take me with you!! JK. Have fun relax get a massage or two and chill. Don't eat the cucumbers most places frown on that.
sadness,LidlUK Just bought a pack of two medallion beef steaks. Got home. Cooked them. One steak is 100% pork. I had one unhappy mother. 🐮🐷
sadness," LindaFrum sadly, at least 3 more years of this. At what point will even the low info selfie lovers who voted for them say enough is enough"
sadness,littlebakaa  AlcohoIPorn give me a smiling emoticon will ya? i dont like the idea of you frowning &gt;.&lt;
sadness,littlemore20 I had a nice Italian ice-cream whilst resting my tired paws. Honey flavoured naturally!  FurryTails  lost  Venice.
sadness," localblactivist I'm always a little bit weary of speaking up because 1. I don't want to hijack the convo - as an LGBT person, I've seen"
sadness,LondonMidland  dobetter only two carriages on 14:49 Birmingham to Hereford no room to stand anymore Friday commute  unhappy
sadness,LucidBurrito Doesnt do it to anyone else he literally pulled me into the office cause someone complained I spit in the sink yesterday
sadness,lucy_hyner  Soulboy2266 sadly not !! One less hour drinking time 😢🍻
sadness,LVLMLeah Nooooooooooooooooooooo. We have stupid dismal lame winters where we maybe get some dangerous ice once.
sadness,m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too!  wales
sadness,m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too!  wales  lost
sadness,macmacm43 jeezus God
sadness,macmacm43 jeezus God  dark
sadness,Magrove86Mark  clareftballnews jersey gloves?   dark
sadness,makai_kishi_ Her eyes stayed glued to the monitor not turning away for anything
sadness,MarGraham I am practically obsessed with it the very thought of their departure makes me feel both melancholic and grateful.  Safe journey
sadness,MariamVeiszadeh  depressing it's so freaking close !
sadness,MariamVeiszadeh it's getting so close in your poll so many ignorant ppl.  depressing  painful something needs to change  BeTheChange ? How?
sadness,MarianKeyes maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way jose!
sadness,marielleblaine8  princesskeilani I told pine I didn't want it so I didn't have to have it
sadness,marisa_enbot Being with you makes me somewhat gloomy.
sadness," MarkedMurderer Orion's eyes narrowed as he gazed down at the girl, ice cold blues meeting a softer than usual green. His instinct told him-"
sadness,Markgatiss I'm surrounded by those Trump voters. You're right it is fucking terrifying.  redstate  despair
sadness,markoheight  Cassie_OB we sound like vampires saying we wanna sink our teeth into the TT lads and their talents 😂😂😂😂😂😂
sadness,marksandspencer Where has your 50% grapefruit squash gonenot been able to get for weeks  unhappy
sadness,Mattwinton1 Your foot is frowning.
sadness,mattwruff sadly there is constitutional RIGHT to have abortion. Yet there is constitutional RIGHT to life. Safety net protects those rights
sadness,MCFCDenver doing the exact same minus the beer sadly
sadness,MCHorseFayse  bockaguyjim  generalgoodsman  nevernotdavid so you were owned by losers on Twitter
sadness,MCHorseFayse  bockaguyjim  generalgoodsman  nevernotdavid so you were owned by losers on Twitter  sad
sadness,mcjamie sadly. It's just.. Did the dude have to yell out the frogs name at the Clinton rally that one day. It changed everything
sadness,megalvz literally was gloomy for an hour
sadness," Megane_Matt  HikariMorou next to despair, hope shines even brighter (you get me Matt)"
sadness,MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago not seen since.   Autumn
sadness,MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago not seen since.  sad  Autumn
sadness,MessYourself why? Do you have depression?
sadness,metalAndTheGeek  astoldbyfANGIRL SAME! I always say it was the best time of my life. I closed my store down and it was so depressing
sadness,Mets  JdeGrom19 I'm depress now
sadness,MHChat  mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process
sadness,MHChat  mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process  sadness
sadness,MHChat Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything  MHChat
sadness,MHChat I think sadness is felt very strongly physically and mentally.  It feels like it takes over and it's hard to focus at work  MHChat
sadness," MHChat if we don't understand how to express our emotions to others, may lead to sadness / loneliness &amp; neg impact on long term mh  MHChat"
sadness,Micky_A_Lawson Paddy McNair is our joint top scorer......yeah.....justlet that sink in haha
sadness,midnight  EndTrumpweek please it's  depressing me.
sadness,mik61scot  longshankseddie  ROSAZAMBONINI  YouTube I thought it was because she once sunk her teeth into something that's meant 2b sooked
sadness,MissFushiGaming I hashtag things and the kids always tell me to stop 😭😭😭😭😭  sadness
sadness,mizzymaxx  Bsmarz22  ssmik2309 haha Bro she's sadly married man 😩😩
sadness,MlaStandard The depth that you've sunk to. You're readership deserves more.
sadness," modelady24 I know, right? I had a tinge of the same thought. Glad it's Six from BSG, though. Happy the show stayed consistent after break."
sadness,MollieTebbatt guess what I'm doing? watching your great grandad sink the titanic..
sadness,MoneyJay901 hard to tell in your pic. My mistake then. Either way nothing I said initially was about race. U took it there.   ignorant
sadness,MoneyJay901 hard to tell in your pic. My mistake then. Either way nothing I said initially was about race. U took it there.  sad  ignorant
sadness,msfang they say you attract what you see maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to relocate
sadness,MUTGuru I know guys that sink $1000s into the game and only to build a team and play solos. But this hear you make nothing on solos.
sadness,MxJackMonroe I couldn't get on with it either. Bits started drooping that shouldn't droop. GP said mooncup alone to blame.
sadness,mypalalex but still your my favorite person in DF besides grim
sadness," Mysteri759  Ren102e906  slb42jcb  swoozyqyah Well, I'm too old, and too stubborn about facts &amp; history to be discouraged."
sadness,nadinekellman yes I can. Don't discourage me.
sadness,narcissusheiyan  maybe it'd have been different if I stayed for sixth form? But still the oppressive architecture uninteresting people
sadness,Nataliem55 sadly war has often been the factor that jump starts US economic growth
sadness,naynay_whores im pretty sure cause ever since saturday ive just been super sad lol
sadness,NewYorker  donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain
sadness,NianticLabs .... For example catching a gloom would yield 6 oddish candies and catching a vileplume would yield 9.
sadness,nickb88  Buster_ESPN pine rider
sadness,NicKeaney Hope they refuse :( x  depressing
sadness," nigeriaLNG  TonyAttah  lestweforget 3 yrs on, 2013 Graduate Trainee recruitment not concluded.  disappointed  weary however   wewait"
sadness,NikhilTikare i like cold gloomy weather
sadness,nytimes media celebrated Don King endorsing  Obama in 08 and 12 now criticize him for endorsing  Trump who wants new Civil Rights era- sad
sadness,onefumi oh I see. I've seen so many people mourn the loss that I was surprised to see your tweet. I suppose same old here in SA
sadness,OnesOwnGrief Just a shame his world was gloom from day one almost.Though it makes sense he'd have the whole part hydrapart s.h.i.e.l.d(c)
sadness,OniLink86  DarekMeridian lmao awe...
sadness,OniLink86  DarekMeridian lmao awe...   sad
sadness,OpentheDoorRadi thanks for playing Crock Pot Going  radio  blog  blues  music  indiemusic
sadness," othrcarl  IX_SW  purenift I'm sadly not, I'm just being smutty"
sadness,OzelleM man imagine   Ultra is promoting carnival. I think u need to be the chairperson  serious. Cause am hearing nothing
sadness," p0stcap I've still been trying to sort through it all, but I suppose I also shouldn't have had such high expectations.  sadness"
sadness,pandaflo22 We are sadden by this because we always strive to bring the best service to our customer. We will always be here for you. CM
sadness,patienceinbee  camposanto But I decided to be a bit lackadaisical about getting dressed to get groceries.
sadness,patthemanager how could I work with  chancetherapper . ?  serious
sadness,PaulJonMilne too grim too insanely determined to hurt you from
sadness,pete_ferriday Aww rest your weary head here
sadness,petercoffin So safe blues are ok. Are reds ok as well? Obviously battleground states would not.
sadness,phil500  So sadden  Spunky a beautiful dog A sad story a lovely happy An loved dog  Play little one have fun you are so loved
sadness," pikapies I have many happy memories of the Isle Of Wight. ... But yeah, sink that shit."
sadness,POCX100 Please don't sulk over your defeat. Come on. Head up!
sadness," pottermore : I can't find my patronus, the website doesn't work, I can't even see the questions....  sadness..."
sadness,PottzGaming hmu need players for lans next year. DM me. Need serious players. Im under org
sadness," PriceSjrw5614  Ren102e906  slb42jcb  swoozyqyah THEN you do what you can and then BLOCK them, they're trying to discourage us"
sadness," ProSyndicate thanks for replying, I'm ironing my shirt😂 I'd love to meet you and get an autograph but sadly I'm too young to travel."
sadness," PunishedSnek in the final analysis, the non-white global majority will not fret over the ethnic origin of our corpses."
sadness,punjabified porkistan lost terribly in 65 because of american intervation to talk we stopped
sadness,pureleine though lately with how bad my depression has been i feel like my body is like just taking what little it can get
sadness,PurpleReplisol meden is frowning at you with her non existent face
sadness,questlove when are people going to realize that these 'riots' are just perpetuating hate. Saying you're going to boycott a city!?!  lost
sadness,RashidAlMaktoum For  serious  intermediaries all required info about  project or  Owner will be mailed.
sadness,RaveenElexiis I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS
sadness,raylewis name change Uncle Remus Lewis  foh  theydontlikeyoueither   unwoke
sadness,raylewis name change Uncle Remus Lewis  foh  theydontlikeyoueither  lost  unwoke
sadness,rclemmons much  sadness and  heartbreak
sadness," ReaganRachelle if I go I'm going to blow some serious money, idk if that's a sacrifice I'm willing with make"
sadness,realDonaldTrump negative campaign of doom and gloom don't win elections
sadness,RealTimBooth I've never been fond of having dark eyes until seeing this share.
sadness," redBus_in  unhappy with  redbus CC, when I talked with them before a week still they didn't initiate the refund of the transaction."
sadness,reecetop10 Bk to 1 up top pack midfield Stifle any flair we possess kill any entertainers  dull  reshuffle  predictable  slow  average
sadness,reikimuse  MHChat I am beyond the sadness point. Have done it inside out. I live with CPTSD and BPD  I can't always do the pity party
sadness,reillygolfpro  RealKidPoker  StacyAcey  WSOPTD no he didn't! They are obviously friends and that clouded his judgement
sadness,Ren102e906 Just do what you can don't get discouraged maybe some prayers for divine intervention to help you would help :)
sadness,ReserveHinata tend to them he's going to get infections.   He's frowning and looking down as he does this.  It must hurt damn.]
sadness,RevTrevK  Wolfman93011  Daraidernation  EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are unhappy
sadness,rickygervais my first time in Slough so checked out the new station floor   LifeOnTheRoad
sadness,rickygervais my first time in Slough so checked out the new station floor  sad  LifeOnTheRoad
sadness,RIPPoohSavage u know ion play that shit bout my weary brother
sadness,RiRiMathew even when we're fighting I'm laughing. I probably have serious ingrained issues😂🤗
sadness,RobertWesley3 I'm  mad that my brother is  sad ! Feel better bub!
sadness,RonBaker6694 I got a super speeder and lost my license for 6 months! 😩🔫
sadness,rosalarian i hate post con blues! But i avoided the plague too yay!! Yay constant hand sanitizer!!!
sadness,rosalilium I'm wearing all black tomorrow to mourn. 😭💔
sadness,RossKemp great programme tonight   upsetting  extremeworld
sadness,RossKemp great programme tonight  sad  upsetting  extremeworld
sadness,rupindxr my heart actually sunk looooool I was so confused
sadness,ryyyshh story of my life.  lost
sadness,sainsburys Could you ask your Chafford Hundred store to turn on their car park lights? A bit scary these dark nights! Thanks.
sadness,SalterUK second pair of scales I have bought that have stopped working after battery change. Is this an issue you are aware of?   unhappy
sadness,Samkingftw ew omg that is so grim
sadness,Samkingftw nahh thats grim
sadness,SandraTXAS  6bird4  CajunKangaroo  justanavywife please. Or you could be clouded by your passion. Emotion leads you from the truth.
sadness,SatansLezzie  gehrig38  joesmith12431  ejamesl I think he was huffing that pine tar they use for bat gripping.
sadness,seantkin  coachella  RomanDanielsXXX  kodyknightXXX I see my 'eliminate the hanging tongue' campaign is a dismal failure.
sadness," SentinalsMom *Baal dashed forward, boosted forward by her power of flight. Her sword pointed at Void, meant to stop just short of her--"
sadness,SheilaCustis We don't expect women to be violent &amp; discourage it. It's really about how we're raising our boys.
sadness,SilkInSide  TommyJoeRatliff that's so pretty! I love the sky in the background and the purple highlights with the dull colors is great
sadness,SimonSSSJ123  EllieG10853  Onision  Eugenia_Cooney he sure as hell helped me with my depression and still does
sadness,simslover163 I guess it must be really expensive... For me it's that the whole family stayed in Poland so I really miss them...
sadness," SiWheeler78 never a dull moment, hope you had a gd trip down"
sadness,SizweM01 and it's kinda depressing hey!!! 😑
sadness,Skepta make sure you's Young breadrins sling us a quick vote  murky  skeng  votage
sadness,SkyNews err I wasnt gloomy.  17.2 mio people were not gloomy only  remain were  Brexit
sadness," space_gayz high fantasy , i feel like you could make a melancholy college age slice of life thing work too"
sadness,SquidWasTaken Pfft- Yeye i'm a sucker for bright yellow red pink and blues when it comes to coloring or backgrounds haaa
sadness,StarklyDark 'Come here. Come on. Into my arms. I'm not going anywhere Tony I swear.' Steve told him quiet and solemn.
sadness,stevesingiser  POLITICO_Steve Put a damper on my mood.
sadness," stevierayrob Can Elliot Friedman please stop talking, you are clueless. You haven't seen the ball since the kickoff.  mope"
sadness,strong_bread dude we same fukc i lost my spectacles this morning.......
sadness,suddenlyapples This is an on-going affliction for me and the only cure is more Shiro
sadness,sundersays made me laugh that quote. In a sort of rueful way.
sadness,superbatlane it's true also that he doesn't escape until almost all the car sunk
sadness," SussexMistress  sarahb45  MsEvilyne  MissJessicaWood I'd be perched on that, unfortunately wrapped in heavy chains!  sink..."
sadness,SWP_Roads   How dull.
sadness,TalesofanAlfa  David_Milloy  I like your thinking...but sadly no - that's the shed 😢
sadness,Tanzynia sadly David D is no longer with us imagine both together wow
sadness,TaylaStJames it happens and Vegas isn't the only origin thats prevelant  sadly
sadness,TDYLN sadly not :(
sadness,teenageic0n_ you'll be pleased to know my family are blues
sadness,TelegraphNews why is this evil corrupt fuck still knocking about? The wrong people die I'm telling you. Do you job grim reaper!
sadness,TetraVariations I don't need a mask but I'll gladly make a donation to help in ur name! Is it Mr. TY Rex or first initial only?  serious
sadness,tgshepherdvan I'm not there yet. Hasn't sunk in yet. Rest up.
sadness,thatsabingo grim really
sadness,ThatWhiteSoxFan  tbtrill not as sad as the White Sox playing record ;)
sadness,The40Bar See you all October 8th.  WreckinSO is ready to tear it up  keeptalkin  wreckinso  the40  brandonmanitoba  country  rock  blues
sadness,TheBenNatan szn 3 &gt;&gt;&gt; szn 1 &gt;&gt;&gt; szn 2. Just to warn you. Don't let szn 2 discourage you.
sadness,TheCatCampbell I too am Ravenclaw.  sadness  shouldhavebeenhufflepuff
sadness,TheCatHeSay I may be  alwayshungry but I haven't sunk that low yet!!  Thereluctantcat
sadness,theflabar It's a  foggy and  dark morning here - so  filter this time.  For  lighting purposes. :)
sadness,thehill George H. Establishment is unhappy Trump's campaign branded his son low-energy but he could not have beaten the others either.
sadness,theJeremyVine Noel Edmonds reckons a cat he's talking to is stressed because of the uncertainty over  GBBO future!?!?  plot  lost
sadness,TheRandomAnt  meg_m203 yeah they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.
sadness,TheSGJournal Step 1: Get rid of  LittleStokePark Step 2: Prioritise football Step 3: profit?  depressing
sadness,Theshadeshit91  Oh I'm sorry about it do not be sad yourself there is nothing important in the world to grieve about it
sadness,thetroche94  ramiro_cedeno yeah if you want to become obese it is! 😅 I can afford it so I don't think it's that serious haha
sadness,TheZantarin Then maybe we should keep our White mouths shut and let the people being targeted speak and mourn.
sadness,thixotropic No. Was so sudden. Hasn't sunk in yet. With Leo I knew it was coming.
sadness,TicciKasie1 //this is sadly what my history teacher talked about why the fuck do I remember that?!
sadness,ticcikasie1 With a frown she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer
sadness,TimewarpArcade  tenpencearcade Do you really have to pedal like a nutter to get anywhere? I remember it being more sedate.
sadness,TMobileHelp my service is down in Cleveland OH. What's going on?  unhappy
sadness,TNFryed Jesus you just made think that of all the Vols v fl games I've seen. I've never seen a win.  depression
sadness,tonygoldmark Yeah I won't mourn it but I'm glad I rode it the last time I visited.
sadness,TootingCommon stop!!! Don't make me laugh when I'm being sad.
sadness,TouchPH  The solution is to punish the criminals. That's the only way to discourage crime. or the circle will continue.
sadness,TrueRyuga I tore my MLC playing football in HS. Knees are serious business. Take care of them! Lemme know if you need anything.
sadness,TVsCarlKinsella They're such garbage. Obviously I like that they suck but it's still grim to watch.
sadness,TweeriaLee A stumbling block to the pessimist is a stepping stone to the optimist.
sadness,TxDMV  ArkansasBBB i filled out the report on  baitswitch by  Carvana lets go get them fines levied.  badbusiness  honoryourdeal  unhappy
sadness,typicalmoony Yes Lia!! Join the dark side!!
sadness,tysonwaters and  WatersWife 'Being over it.' Why USA has  panicattacks  anxiety  depression and so much medication!
sadness,Uber_RSA when you click over and over again for a cupcake but there are no vehicles available...  sadness
sadness,UltimateBoxer My heart because you left me for so long again  *slight pout but it turned to a smile*  heheh just kidding no I'm fine-
sadness,urbaneprofessor roast them. Then risotto with sage and pine nuts
sadness,V_of_Europe  ckolacia MSM relentlessly saying DT can't win to: depress GOP turnout &amp; provide cover 4 stolen election!
sadness,VaunWilmott  PrisonBreak  PBWritersRoom linc the sink
sadness,VileBairn Turning then the older woman looked at Sybil with a most somber expression.   “She ran away from me. But I cannot blame her.”
sadness,VivienLloyd Thank you so much! Just home - stunned but so happy. Don't think it has sunk in yet! Wow.
sadness,VivYau is it all doom and gloom? I only want to hear lovely things about airbnb!
sadness,Vixen85Webster yep &amp; I stayed in pjs all day too lol x
sadness,VosachResrus ^'ll just  wobble carry you  sink
sadness,wabermes The  RavalliRepublic had a good one but then the reporter quit.
sadness,wabermes The  RavalliRepublic had a good one but then the reporter quit.  sad
sadness," WalshFreedom sadly, that idiot completely overlooks the facts . He had a gun pointed at police. Are they that stupid?That should be ignored"
sadness,WDWNT  spooky night at  disney  fortwilderness campground  disneyworld  powerfailure  dark
sadness,WestermannNina xDD it's a song that can not be weary (?)
sadness,WestHamUtd poor service tonight to find season ticket holders in the seats we purchased online. Forced to move further away  unhappy
sadness,wiIdfuI we have the same age and you're 1000 times more beautiful than me!  sad 😂
sadness,WilsonsWorld I was in high school and remember helping neighbors clean up back home in Greenville.  Pretty sobering stuff.   sadness
sadness,wombletheballer well done bro😏  blues  stategames  captain  shootthegerman
sadness,WriterlyTweets Supine on the piano—lips parted.  sixwordstory  amwriting  blues  singer
sadness,WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth
sadness,WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth  sad
sadness,X_KIMTAEHYUNG_X  — momentarily before it disappeared only solemnity and anxiety lacing his features.   'I ran out to get you before —
sadness,xaninaany I'm so serious DM me I'll tell u more
sadness,xBFDR yeah I'm sure it will it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs
sadness,xxnogard_G88 Welcome to the  dark honey !
sadness," ycfcnick the city is famous for the shambles, sadly the old street in the centre plays second fiddle to the stadium debacle nowadays!"
sadness,yesnicksearcy  counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things.
sadness,yesnicksearcy  counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things.  sad
sadness,ynnsanity Maybe that's why we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.
sadness,yourKarma Reaching out AGAIN in hope to contact over the technical issues I am having. Your CS is severely lacking.  badkarma  unhappy
sadness," yukkikuma_cos cheer up, luv. your face is alot prettier when you're not frowning. &lt;3"
sadness,zombieisIand yeah friends of minw have witnesse accidents and a road near me like??? cars hav like sunk?? but ih gosh be safe okay !!
sadness,*Sigh*   saddness  afterellen  shitsucks
sadness,*Sigh*  depression  saddness  afterellen  shitsucks
sadness,*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.*  Offline
sadness,"*wants body to look a certain way* *eats 3 cookies, mac n cheese, kitchen sink, and small neighbor child*"
sadness,&amp; like if your unhappy just leave. don't cheat on someone &amp; than up their view on love &amp; shit 💯..
sadness,Always  borrow  money from a  pessimist. He won't  expect it  back.
sadness,AskAMan but this does not sound like a  serious issue cause siyahleka the whole time just having fun
sadness," AutumnalEquinox the nights are drawing in, what a great time to look at putting up some new  lights  dark  showroom  news  wirral"
sadness,Drunk people annoy me when I'm  sober lol. |  fact  TeamFollowBack  RockTheReTweet
sadness," Facebook is  depressing without even being there. Two apps want it for logging in, I have missed at least two interesting  events and they"
sadness,FF  ElizaNealsRocks Love &amp; support always!! Eliza Neals ROCKS!!  blues  music  friends 😎🎸
sadness,FF    The_Family_X    soul  blues &amp;  rock  band   music from the  heart  With soul &amp;  passion   Xx 🎶 xX
sadness,Gratitude - recovery health love God conscious drive hope perseverance wealthy home kids SoCal  recoveryfit youthful  sober
sadness,haikuchallenge  haiku  The crisp autumn air My freedom purchased through death No one will mourn me
sadness,HRmanagement must discourage the expediency factor from encroaching on the rolling out of a credible  workplaceviolenceprevention policy.
sadness,Jazz - the  blues is the roots the rest is the fruits
sadness," PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside.   anxiety  anxietyprobz"
sadness," Quote 'To say that You know Yourself without ever having been  lost to find Yourself, Is like saying You know everything' ~ Caligraphy215"
